Symbol,Market_cap,Enterprise_value,Price_to_sale,Price_to_book,Value_to_revenue,Value_to_EBITDA,Profit_margin,Operating_margin,Return_on_asset,Return_on_equity,Revenue,Revenue_per_share,Quarterly_revenue_growth,Gross_profit,EBITDA,Netincome_avi_to_common,Dilutted_eps,Total_cash,Total_cash_per_share,Total_debt,Total_debt_to_equity,Current_ratio,Book_value_per_share,Operating_cash_flow,Levered_Free_cash_flow,current_price,last_quarter_price,last_year_price
URGN,376850000.0,256740000.0,11.69,6.7,22.62,-11.17,-2.8341000000000003,-2.5012,-0.4537,-1.4848,39830000.0,1.79,2.28,10790000.0,-98890000.0,-112890000.0,-5.07,106210000.0,4.74,1750000.0,5.55,6.32,1.41,-86060000.0,-49740000.0,16.81999969482422,15.270000457763672,19.290000915527344
USAK,135800000.0,298170000.0,0.22,1.46,1.65,18.02,0.0277,0.0453,0.055099999999999996,0.2097,668370000.0,75.82,0.27699999999999997,96210000.0,69210000.0,18540000.0,2.06,218000.0,0.03,154040000.0,156.22,1.16,11.72,44460000.0,42670000.0,15.279999732971191,16.06999969482422,9.449999809265137
USAP,90690000.0,143490000.0,0.62,0.41,3.86,11.89,-0.0447,-0.0509,-0.0143,-0.027999999999999997,144030000.0,16.21,-0.006999999999999999,10540000.0,9880000.0,-6440000.0,-0.72,79000.0,0.01,52230000.0,22.96,4.22,25.52,6340000.0,15430000.0,10.170000076293945,10.119999885559082,5.489999771118164
USEG,21420000.0,14940000.0,3.46,1.48,8.38,41.62,-0.2086,-0.0282,-0.0066,-0.0998,5070000.0,1.3,3.45,627000.0,387000.0,-727000.0,-0.191,7200000.0,1.54,260000.0,1.77,6.2,3.14,-187000.0,-2029999.9999999998,4.579999923706055,4.739999771118164,5.0
USIO,147580000.0,145340000.0,2.41,8.8,9.19,171.82,-0.0038,-0.0154,-0.0072,-0.0127,53900000.0,2.7,0.9440000000000001,7380000.0,1410000.0,-207520.0,-0.01,5940000.0,0.24,3240000.0,18.89,1.11,0.69,10400000.0,79870.0,5.920000076293945,6.400000095367432,1.5399999618530273
USLM,683540000.0,593920000.0,3.89,2.62,11.35,30.61,0.19920000000000002,0.2457,0.09699999999999999,0.1444,184140000.0,32.59,0.196,66970000.0,67640000.0,36690000.0,6.47,101400000.0,17.98,3020000.0,1.11,12.38,48.15,60800000.0,22900000.0,120.66043853759766,138.77749633789062,89.54877471923828
UTHR,8310000000.000001,7140000000.0,5.33,2.28,16.06,32.26,0.27940000000000004,0.34740000000000004,0.076,0.13,1660000000.0,37.01,0.17,1380000000.0,625400000.0,462400000.0,9.91,2000000000.0,44.42,800000000.0,20.89,7.46,85.06,549800000.0,486390000.0,184.5800018310547,179.41000366210938,101.0
UTMD,338770000.0,279590000.0,7.37,3.16,22.24,40.36,0.2922,0.37439999999999996,0.09939999999999999,0.135,48150000.0,13.21,0.2,25550000.0,25310000.0,14070000.0,3.85,64319999.99999999,17.62,343000.0,0.31,15.12,30.14,21990000.0,19270000.0,92.83999633789062,84.77387237548828,78.85738372802734
VALU,305850000.0,271280000.0,7.6,4.56,26.69,104.42,0.5942000000000001,0.1883,0.0404,0.3753,40230000.0,4.2,-0.016,34950000.0,8810000.0,23900000.0,2.49,50910000.0,5.33,10530000.0,14.91,1.98,7.39,18620000.0,5530000.0,34.02548599243164,30.58500862121582,23.852724075317383
VBIV,800220000.0,693770000.0,845.11,4.76,6480.0,-48.53,0.0,-85.9552,-0.18100000000000002,-0.40700000000000003,714000.0,0.0,-0.6409999999999999,-8109999.999999999,-59570000.0,-66330000.0,-0.264,137470000.0,0.53,28450000.0,17.77,4.49,0.62,-37890000.0,-14810000.0,3.109999895095825,3.3499999046325684,2.859999895095825
VBLT,128270000.00000001,73900000.0,143.66,2.3,371.34,-11.97,0.0,-36.104299999999995,-0.32170000000000004,-0.6498,777000.0,0.01,0.031,528000.0,-26830000.0,-28080000.0,-0.471,50450000.0,0.81,2390000.0,4.86,6.75,0.79,-25210000.0,-14910000.0,2.049999952316284,2.390000104904175,1.2200000286102295
VC,2640000000.0,2690000000.0,0.92,6.71,4.27,67.37,0.0101,0.026000000000000002,0.0213,0.0703,2770000000.0,99.43,-0.155,245000000.0,174000000.0,28000000.0,0.98,397000000.0,14.18,508000000.0,103.04,1.73,14.25,59000000.0,13750000.0,94.38999938964844,120.94000244140625,69.22000122070312
VCEL,2280000000.0,2240000000.0,15.41,15.1,65.0,-527.62,0.0014000000000000002,0.0019,0.001,0.0016,153820000.0,3.33,0.07,84230000.0,3110000.0,214000.0,0.0,98290000.0,2.1,50860000.0,32.44,7.7,3.35,29830000.0,19130000.0,48.79999923706055,52.5,18.530000686645508
VCNX,66530000.0,47770000.0,57.75,3.93,955.37,-9.5,0.0,-25.6233,-0.85,-3.0911,900000.0,0.03,-0.92,-20930000.0,-22860000.0,-24190000.0,-0.905,13740000.0,0.45,1130000.0,9.54,6.86,0.39,-26540000.0,-18260000.0,2.1600000858306885,2.799999952316284,1.7799999713897705
VCTR,2390000000.0,3020000000.0,3.14,2.92,13.35,29.58,0.3059,0.4585,0.1393,0.34509999999999996,861530000.0,12.72,0.19899999999999998,403690000.0,412650000.0,263540000.00000003,3.55,66730000.00000001,0.98,633900000.0,73.06,0.87,12.73,331960000.0,359650000.0,35.0099983215332,32.146278381347656,16.63673973083496
VCYT,3300000000.0,2990000000.0,17.97,3.4,49.51,-322.14,-0.3914,-0.16699999999999998,-0.023799999999999998,-0.0955,186710000.0,2.89,0.94,62600000.0,-15970000.0,-73080000.0,-1.13,168130000.0,2.37,18780000.0,1.7,4.58,15.59,-37810000.0,8199999.999999999,46.45000076293945,39.97999954223633,32.4900016784668
VECO,1120000000.0,1150000000.0,2.14,2.64,7.67,50.17,0.031200000000000002,0.0874,0.0329,0.0426,569250000.0,11.65,0.341,194300000.0,77060000.0,17730000.0,0.34,335590000.0,6.64,366360000.0,84.16,3.49,8.65,66080000.0,6990000.0,22.209999084472656,24.040000915527344,11.670000076293945
VEON,3640000000.0,12310000000.0,0.45,9.07,6.14,13.74,0.0463,0.193,0.0708,0.441,8250000000.0,4.71,0.102,6090000000.0,2980000000.0,353000000.0,0.217,1530000000.0,0.88,9940000000.0,778.07,1.03,0.22,2570000000.0,-1170000000.0,2.0799999237060547,1.8300000429153442,1.2599999904632568
VERB,134730000.0,132520000.00000001,9.89,9.99,45.7,-17.13,0.0,-3.5233,-0.5566,-2.2788,9920000.0,0.17,0.013999999999999999,5160000.0,-33330000.0,-41580000.0,-0.726,3660000.0,0.05,5810000.0,40.35,0.33,0.2,-24730000.0,-11440000.0,1.9199999570846558,2.049999952316284,1.0800000429153442
VERI,832740000.0,712110000.0,10.35,10.38,31.43,-76.95,-0.8719,-0.7829999999999999,-0.1834,-0.9445999999999999,76970000.0,2.42,0.441,42050000.0,-54490000.0,-67110000.0,-2.11,72640000.0,2.08,6310000.0,5.86,0.96,3.09,-3380000.0,47470000.0,23.889999389648438,19.709999084472656,9.15999984741211
VERO,135940000.0,190550000.0,1.26,3.61,7.76,-32.2,-0.33759999999999996,-0.19649999999999998,-0.0851,-1.0107,98820000.0,1.93,0.188,51390000.0,-14550000.0,-33369999.999999996,-0.659,15780000.0,0.29,78110000.0,271.49,3.24,0.52,-19240000.0,-5440000.0,2.509999990463257,3.109999895095825,2.319999933242798
VERU,644420000.0,522280000.0,12.01,4.14,29.58,-122.98,0.1207,-0.0888,-0.0296,0.08109999999999999,61260000.0,0.8,0.332,47930000.0,-5230000.0,7390000.0,0.09,122360000.0,1.53,13750000.0,9.03,9.62,1.9,-15570000.0,-12690000.0,8.529999732971191,8.069999694824219,2.619999885559082
VERX,2860000000.0,2790000000.0,7.15,12.53,25.16,262.99,-0.0015,0.011399999999999999,0.0051,-0.0028000000000000004,413440000.0,2.81,0.17,209280000.0,14390000.0,-622000.0,-0.0,47480000.0,0.32,29800000.0,13.29,0.48,1.51,92170000.0,83450000.0,19.219999313354492,21.940000534057617,23.0
VEV,151450000.0,143670000.0,3.17,5.69,49.18,-32.76,-0.0691,-0.0649,-0.0611,-0.1684,53790000.0,1.85,-0.6729999999999999,3340000.0,-2730000.0,-3710000.0,-0.099,4960000.0,0.14,361000.0,1.2,3.08,0.98,1180000.0,-2110000.0,4.940000057220459,6.670000076293945,1.725000023841858
VFF,710900000.0,665770000.0,2.85,2.08,9.19,127.25,-0.017,-0.0782,-0.030899999999999997,-0.014499999999999999,242580000.0,3.15,0.6829999999999999,10960000.0,-7260000.0,-4139999.9999999995,-0.05,79200000.0,0.92,71170000.0,18.58,3.11,4.47,-19440000.0,-42620000.0,8.34000015258789,10.699999809265137,4.579999923706055
VG,4070000000.0000005,4540000000.0,3.03,6.58,12.68,142.63,-0.0126,0.0286,0.0166,-0.0273,1300000000.0,5.17,0.142,694410000.0,127140000.0,-16309999.999999998,-0.07,48390000.0,0.19,496420000.0,80.15,0.85,2.45,165860000.0,150370000.0,16.1200008392334,14.40999984741211,10.229999542236328
VIA,158680000.0,297940000.0,0.33,2.7,3.04,6.28,0.0528,0.1399,0.0956,0.22690000000000002,412220000.0,27.7,-0.303,216200000.0,66930000.00000001,13970000.0,0.93,95550000.0,6.14,140230000.0,77.46,3.41,4.47,26660000.0,11450000.0,10.02989673614502,10.974299430847168,7.651364803314209
VIAC,25630000000.0,39450000000.0,0.94,1.27,5.97,41.35,0.12,0.1668,0.0533,0.1748,27460000000.0,43.36,0.132,10290000000.0,4970000000.0,3110000000.0,5.12,4820000000.0,7.45,19240000000.0,90.86,1.66,31.84,1380000000.0,14810000000.0,39.5099983215332,44.9312858581543,27.42255401611328
VIACA,25630000000.0,39450000000.0,1.0,1.35,5.97,41.35,0.12,0.1668,0.0533,0.1748,27460000000.0,43.36,0.132,10290000000.0,4970000000.0,3110000000.0,5.12,4820000000.0,7.45,19240000000.0,90.86,1.66,31.84,1380000000.0,14810000000.0,42.06999969482422,48.19062042236328,29.694204330444336
VIAV,3590000000.0,3620000000.0,3.1,4.63,11.07,-199.91,-0.0229,0.1222,0.047400000000000005,-0.0352,1240000000.0,5.41,0.14800000000000002,747400000.0,247900000.0,-28400000.0,-0.12,917200000.0,3.86,856000000.0,99.7,4.56,3.58,232800000.0,202290000.0,15.739999771118164,17.65999984741211,11.729999542236328
VICR,5870000000.0,5640000000.0,17.34,14.95,66.48,378.37,0.1668,0.165,0.08689999999999999,0.1573,353380000.0,8.12,0.087,131449999.99999999,69750000.0,58940000.0,1.32,228880000.0,5.23,5130000.0,1.25,8.21,9.4,59400000.0,1340000.0,134.16000366210938,105.73999786376953,77.7300033569336
VIR,5690000000.0,4940000000.0,30.44,7.72,47.68,-95.18,-0.35979999999999995,-0.6179,-0.102,-0.12119999999999999,284400000.0,2.2,52.743,-196510000.0,-170580000.0,-102320000.0,-0.8,939450000.0,7.18,72160000.0,8.23,4.56,6.7,-137340000.0,7310000.0,43.52000045776367,47.279998779296875,34.33000183105469
VIRC,52850000.0,89370000.0,0.32,1.05,1.51,13.79,-0.0076,-0.0031,-0.002,-0.022099999999999998,162910000.0,10.28,-0.006999999999999999,54920000.0,4200000.0,-1240000.0,-0.08,641000.0,0.04,38370000.0,67.37,1.83,3.54,15100000.0,13310000.0,3.430000066757202,3.4100000858306885,2.1500000953674316
VISL,82940000.0,31080000.0,2.33,1.26,2.78,28.23,-0.4191,-0.4139,-0.1535,-0.3097,29580000.0,0.8,1.344,4800000.0,-11070000.0,-12400000.0,-0.335,38060000.0,0.83,2040000.0,3.07,6.68,1.45,-11880000.0,-10970000.0,1.809999942779541,2.8499999046325684,1.3600000143051147
VITL,708110000.0,602340000.0,3.12,4.63,9.32,-672.26,0.0223,0.0148,0.012,0.0365,237490000.0,6.4,0.21100000000000002,74530000.0,7020000.0,5290000.0,0.13,97650000.0,2.42,447000.0,0.29,4.35,3.8,8930000.0,-10220000.0,17.56999969482422,19.959999084472656,40.529998779296875
VIVE,24150000.0,3770000.0,2.01,0.96,2.33,-0.71,0.0,-2.9832,-0.49420000000000003,-1.2848,6670000.0,0.83,0.06,296000.0,-18680000.0,-25000000.0,-3.133,22660000.0,2.14,5560000.0,27.31,7.12,1.92,-11950000.0,-5500000.0,2.2799999713897705,2.9600000381469727,5.230000019073486
VIVO,834280000.0,820810000.0,2.76,2.59,10.77,66.26,0.22460000000000002,0.3175,0.1475,0.248,317900000.0,7.35,0.188,201150000.0,116200000.0,71410000.0,1.62,49770000.0,1.15,66120000.00000001,20.14,4.09,7.57,66860000.0,23100000.0,19.239999771118164,22.18000030517578,16.979999542236328
VJET,64220000.0,73520000.0,1.82,2.2,14.89,135.15,-0.6670999999999999,-0.5097999999999999,-0.1128,-0.5624,22800000.0,3.96,0.006,6660000.0,-9510000.0,-15210000.0,-2.99,22230000.0,3.29,26840000.0,85.37,3.85,4.7,-6420000.0,-4460000.0,9.140000343322754,12.789999961853027,8.460000038146973
VLDR,1160000000.0,825430000.0,14.22,3.17,63.2,-15.69,0.0,-4.716,-0.47490000000000004,-0.9336,62230000.0,0.33,-0.593,25120000.0,-285590000.0,-286220000.0,-1.52,324540000.0,1.65,18640000.0,5.69,7.98,1.67,-109050000.0,-8420000.0,5.920000076293945,10.640000343322754,18.690000534057617
VLGEA,328170000.0,622130000.0,0.16,0.97,1.16,26.49,0.009899999999999999,0.0158,0.0222,0.0593,2029999999.9999998,143.52,0.069,565040000.0,67760000.0,19370000.0,1.37,116310000.0,7.99,399840000.0,117.09,1.29,23.48,52690000.0,22240000.0,21.43705940246582,23.00092124938965,23.570363998413086
VMD,218730000.0,196180000.0,1.88,2.55,6.7,32.07,0.08689999999999999,0.1082,0.06849999999999999,0.1229,116300000.0,2.95,-0.124,80110000.0,23610000.0,10110000.0,0.24,26870000.0,0.68,7840000.0,8.77,2.35,2.26,19630000.0,-943380.0,5.550000190734863,7.150000095367432,8.640000343322754
VNDA,954850000.0,571240000.0,3.72,1.98,8.15,49.56,0.1277,0.16390000000000002,0.050199999999999995,0.07339999999999999,268320000.0,4.85,0.162,224800000.0,46830000.0,34260000.0,0.6,405970000.0,7.29,12750000.0,2.59,6.41,8.85,56910000.0,39230000.0,17.139999389648438,21.510000228881836,9.65999984741211
VNET,2520000000.0,3550000000.0,2.86,2.35,2.27,5.86,-0.0842,0.0519,0.0088,-0.06,5790000000.0,40.89,0.253,1080000000.0,1480000000.0,-510810000.0,-1.22,3490000000.0,24.26,12190000000.0,163.98,1.1,49.15,1010000000.0,-1720000000.0,17.309999465942383,22.950000762939453,23.15999984741211
VNOM,1390000000.0,1890000000.0,4.15,2.34,14.75,17.46,-0.0232,0.4803,0.04650000000000001,0.045700000000000005,393680000.0,6.02,1.035,237470000.0,291600000.0,-9300000.0,-0.14,41520000.0,0.52,564450000.0,30.42,1.81,9.12,253020000.0,188790000.0,21.487106323242188,18.191707611083984,7.015177249908447
VOXX,249980000.0,222800000.0,0.41,0.6,1.56,91.38,0.04769999999999999,0.035699999999999996,0.027000000000000003,0.0747,643760000.0,26.57,0.11800000000000001,158550000.0,33049999.999999996,30730000.0,1.23,41050000.0,1.72,11850000.0,3.16,2.32,17.09,31170000.0,3570000.0,11.449999809265137,14.010000228881836,7.690000057220459
VQS,185950000.0,183760000.0,4.58,9.01,22.43,-23.96,-0.6108,-0.4263,-0.1955,-1.1539,31310000.0,1.3,-0.133,16149999.999999998,-12490000.0,-19120000.0,-0.797,26020000.0,0.87,13470000.0,52.88,2.69,0.85,-4970000.0,190410.0,2.9600000381469727,7.270599842071533,2.8224000930786133
VRA,374240000.0,431020000.0,0.74,1.2,2.93,20.78,0.0453,0.0687,0.0421,0.0776,523360000.0,15.57,0.11599999999999999,266820000.0,51400000.0,23710000.0,0.69,76480000.0,2.25,108570000.0,30.74,3.3,9.49,37270000.0,52890000.0,9.40999984741211,12.390000343322754,6.110000133514404
VRAY,1190000000.0,1090000000.0,18.88,8.52,56.6,-47.76,-1.5997,-1.4634,-0.2267,-0.8117,68190000.0,0.43,0.9009999999999999,-4059999.9999999995,-93020000.0,-109080000.0,-0.69,149900000.0,0.91,68350000.0,58.04,3.72,0.72,-60180000.0,-22650000.0,7.210000038146973,6.599999904632568,3.5
VREX,1110000000.0,1470000000.0,1.46,2.36,6.52,40.62,0.0213,0.09179999999999999,0.041100000000000005,0.037200000000000004,818100000.0,20.82,0.331,271700000.0,112200000.0,17400000.0,0.43,144600000.0,3.66,459900000.0,92.63,3.33,12.26,92600000.0,83920000.0,28.200000762939453,26.81999969482422,12.720000267028809
VRM,3020000000.0,2550000000.0,1.39,2.66,2.84,-29.1,-0.11359999999999999,-0.11019999999999999,-0.09,-0.26030000000000003,2660000000.0,19.64,1.776,71550000.0,-281850000.0,-301780000.0,-2.23,1330000000.0,9.69,1070000000.0000001,102.77,2.89,7.6,-497840000.0,-454160000.0,22.06999969482422,41.86000061035156,51.779998779296875
VRNS,6530000000.0,5990000000.0,18.01,11.45,59.7,-380.65,-0.3093,-0.2446,-0.0703,-0.33630000000000004,358750000.0,3.51,0.308,248730000.0,-76620000.0,-110950000.0,-1.09,813430000.0,7.58,302220000.0,52.38,5.02,5.38,14490000.0,57840000.0,60.849998474121094,57.619998931884766,38.473331451416016
VRNT,2770000000.0,3690000000.0,2.17,3.01,17.21,121.76,-0.0007000000000000001,0.0799,0.0241,0.0318,1310000000.0,19.97,-0.315,879890000.0,156070000.0,22300000.0,-0.26,308510000.0,4.7,450290000.0,32.14,1.43,14.65,157210000.0,202760000.0,44.790000915527344,45.06999969482422,24.544065475463867
VRRM,2340000000.0,3210000000.0,5.88,7.41,19.8,40.13,0.0196,0.2045,0.0431,0.0321,480770000.0,2.98,0.6729999999999999,244320000.0,207760000.0,9430000.0,0.06,134520000.0,0.86,1010000000.0,414.43,3.18,1.57,131840000.0,132090000.0,15.069999694824219,15.369999885559082,9.65999984741211
VRSK,32330000000.0,35450000000.0,11.4,11.74,46.71,93.62,0.2378,0.35979999999999995,0.08900000000000001,0.2718,2950000000.0,18.17,0.08,1790000000.0,1320000000.0,700500000.0,4.28,306700000.0,1.9,3410000000.0,124.74,0.51,16.82,1220000000.0,820770000.0,200.27000427246094,174.47286987304688,184.17025756835938
VRTS,2350000000.0,4269999999.9999995,3.17,3.02,17.02,33.86,0.2279,0.331,0.051,0.3019,884620000.0,115.22,0.628,259589999.99999997,334680000.0,201610000.0,25.11,592930000.0,78.14,266740000.0,28.0,3.68,107.05,577840000.0,240540000.0,308.8152160644531,275.5804443359375,135.88729858398438
VRTX,46470000000.0,40660000000.0,7.12,5.05,20.49,35.99,0.30519999999999997,0.3716,0.13849999999999998,0.2464,7130000000.0,27.56,0.29,3640000000.0,2770000000.0,2180000000.0,8.34,6970000000.0,27.4,876800000.0,9.2,4.62,37.2,2140000000.0000002,1270000000.0,181.38999938964844,201.6300048828125,272.1199951171875
VS,86040000.0,89060000.0,37.12,17.58,1040.0,-12.26,0.0,-15.8693,-0.7,-3.0892,829740.0,0.06,-0.46,1520000.0,-13150000.0,-14640000.0,-1.099,4410000.0,0.28,3180000.0,20.41,1.68,1.5,-13240000.0,-6710000.0,3.680000066757202,5.739999771118164,3.4447999000549316
VSAT,4040000000.0,6280000000.0,1.6,1.54,8.95,46.32,0.013600000000000001,0.0325,0.0092,0.0182,2540000000.0,36.02,0.265,691820000.0,471200000.0,34380000.0,0.48,217650000.0,2.96,2500000000.0,93.62,1.45,35.9,621490000.0,-380080000.0,55.06999969482422,49.84000015258789,34.38999938964844
VSEC,611960000.0,911870000.0,0.86,1.52,4.55,44.22,0.0113,0.0336,0.0172,0.0204,690700000.0,56.92,0.212,75390000.0,48150000.0,7780000.0,0.63,383000.0,0.03,321400000.0,78.19,2.76,32.35,-30000000.0,-51060000.0,48.092430114746094,49.33955764770508,30.318279266357422
VSTA,380070000.0,428830000.0,2.27,0.44,3.37,-17.5,-0.1303,-0.1226,-0.01,-0.0248,892720000.0,10.75,-0.10099999999999999,619620000.0,33350000.0,-116280000.0,-0.247,695040000.0,8.38,1050000000.0,22.67,2.0,56.08,-71420000.0,-235940000.0,4.559999942779541,8.119999885559082,15.430000305175781
VSTM,561040000.0,476450000.0,6.52,6.36,238230.0,-32.18,0.0,-56.4335,-0.23800000000000002,-0.6617000000000001,1110000.0,0.01,-1.0,-14440000.0,-62500000.0,-74580000.0,-0.43,103420000.0,0.57,3320000.0,3.47,8.03,0.52,-65269999.99999999,-29520000.0,3.0799999237060547,4.070000171661377,1.2100000381469727
VTGN,528559999.99999994,434420000.0,229.25,6.29,1210.0,-34.57,0.0,-21.8479,-0.3319,-0.6568,1470000.0,0.01,0.07200000000000001,1090000.0,-31930000.0,-56490000.0,-0.371,93630000.0,0.47,3540000.0,4.04,12.19,0.41,-27890000.0,-14810000.0,2.740000009536743,3.1500000953674316,0.699999988079071
VTNR,330140000.0,357020000.0,1.25,20.08,12.32,46.09,-0.0709,-0.0758,-0.0665,-0.32409999999999994,189390000.0,3.65,0.7829999999999999,21260000.0,-7380000.0,-27790000.0,-0.337,12110000.0,0.19,19720000.0,25.22,1.81,0.56,1850000.0,-58090000.0,5.239999771118164,13.229999542236328,0.5
VTRS,16390000000.0,40230000000.0,0.82,0.77,8.87,29.39,-0.1119,0.1326,0.0326,-0.11410000000000001,17170000000.000002,15.33,0.526,4780000000.0,6660000000.0,-1920000000.0,-1.72,844300000.0,0.7,23740000000.0,112.32,1.12,17.48,2530000000.0,3320000000.0,13.436047554016113,14.063719749450684,14.492188453674316
VTRU,369720000.0,369720000.0,3.46,1.97,2.5,6.05,0.0635,0.2463,0.0512,0.038,601590000.0,25.9,0.174,302030000.0,162990000.0,38200000.0,0.27,643830000.0,27.86,312840000.0,30.27,1.9,44.73,75160000.0,58870000.0,16.0,17.200000762939453,12.979999542236328
VTSI,109580000.0,88140000.0,3.83,3.7,14.46,172.93,0.18469999999999998,0.1477,0.0565,0.2003,22360000.0,2.42,-0.05,11900000.0,3780000.0,4130000.0,0.43,21550000.0,1.99,9510000.0,30.5,3.25,2.88,3780000.0,-8960000.0,10.140000343322754,7.369999885559082,3.880000114440918
VUZI,665580000.0,529370000.0,37.82,4.27,175.36,-71.21,-1.9138,-1.9875999999999998,-0.1772,-0.2866,14080000.0,0.25,0.086,1930000.0,-26010000.0,-27480000.0,-0.49,128750000.0,2.02,1220000.0,0.81,39.45,2.38,-21610000.0,-16559999.999999998,10.460000038146973,18.350000381469727,4.559999942779541
VWTR,208610000.0,201010000.0,21.04,1.18,1310.0,-186.99,1.011,-0.0018,-0.0001,0.0541,9230000.0,0.5,-0.779,7670000.0,-64000.0,9330000.0,0.5,6590000.0,0.36,279000.0,0.16,13.78,9.55,921000.0,767380.0,11.380000114440918,13.300000190734863,8.960000038146973
VXRT,996090000.0,817660000.0,728.56,4.99,4090.0,-50.46,0.0,-52.724,-0.1955,-0.37770000000000004,1170000.0,0.01,-0.245,-15820000.0,-58020000.0,-63570000.0,-0.54,187670000.0,1.5,12740000.0,6.22,15.27,1.64,-54780000.0,-34250000.0,7.949999809265137,7.489999771118164,6.650000095367432
VYGR,99370000.0,2100000.0,0.75,0.9,1.42,-0.09,0.0,-6.3637,-0.2779,-0.7319,15880000.0,0.42,-0.987,62380000.0,-96380000.0,-92830000.0,-2.473,121500000.0,3.2,45260000.0,51.77,4.73,2.31,-86700000.0,-55600000.0,2.630000114440918,4.130000114440918,10.670000076293945
VYNE,71600000.0,2820000.0,4.03,0.99,0.69,-0.16,0.0,-3.6883999999999997,-0.4086,-1.5671000000000002,16750000.0,0.34,0.25,19600000.0,-61610000.0,-84940000.0,-1.746,52310000.0,0.98,1050000.0,1.79,3.63,1.1,-71720000.0,-36010000.0,1.3899999856948853,3.509999990463257,6.639999866485596
VYNT,67540000.0,42270000.0,77.9,1.12,28.07,-10.72,0.0,-3.0868,-0.228,-0.7223,3940000.0,0.25,3.4960000000000004,-234000.0,-11110000.0,-18370000.0,-1.15,23200000.0,0.8,1000000.0,1.79,5.63,1.93,-15460000.0,-4900000.0,2.3299999237060547,3.740000009536743,4.150000095367432
WATT,131360000.00000001,94120000.0,231.91,3.64,467.39,-11.23,0.0,-57.0747,-0.8284999999999999,-1.7530000000000001,621390.0,0.01,2.274,200810.0,-35200000.0,-39480000.0,-0.669,28280000.0,0.38,765210.0,2.94,6.63,0.41,-27850000.0,-7120000.0,2.0799999237060547,2.869999885559082,2.950000047683716
WB,10880000000.0,9900000000.0,5.94,3.79,16.3,46.46,0.1586,0.3233,0.06709999999999999,0.1142,2150000000.0,9.45,0.304,1390000000.0,747390000.0,341630000.0,1.49,2710000000.0,11.82,2440000000.0,73.37,4.17,14.09,885500000.0,16880000.0,47.4900016784668,52.619998931884766,36.43000030517578
WBA,43920000000.0,82680000000.0,0.3,1.94,2.41,54.65,0.0192,0.03,0.029500000000000002,0.0864,132509999999.99998,153.23,0.128,28070000000.0,5670000000.0,1990000000.0,2.93,1190000000.0,1.38,34430000000.0,142.65,0.72,27.06,5550000000.0,2930000000.0,46.59965896606445,51.59834671020508,34.19231414794922
