Symbol,Market_cap,Enterprise_value,Price_to_sale,Price_to_book,Value_to_revenue,Value_to_EBITDA,Profit_margin,Operating_margin,Return_on_asset,Return_on_equity,Revenue,Revenue_per_share,Quarterly_revenue_growth,Gross_profit,EBITDA,Netincome_avi_to_common,Dilutted_eps,Total_cash,Total_cash_per_share,Total_debt,Total_debt_to_equity,Current_ratio,Book_value_per_share,Operating_cash_flow,Levered_Free_cash_flow,current_price,last_quarter_price,last_year_price
SYTA,41370000.0,37680000.0,2.72,2.02,105.55,-3.8,0.0,-3.8832,-0.5919,-2.7161,4920000.0,1.12,-0.461,8470.0,-19460000.0,-28560000.0,-6.492,2750000.0,0.55,6460000.0,138.49,1.0,0.97,-17470000.0,-12660000.0,3.450000047683716,8.59000015258789,4.710000038146973
TA,725890000.0,2490000000.0,0.12,1.09,1.28,38.18,0.006,0.0168,0.020099999999999996,0.057300000000000004,6590000000.0,463.34,0.528,509820000.0,207240000.0,38770000.0,2.73,621100000.0,42.6,2350000000.0,342.01,1.68,47.21,212120000.0,168400000.0,49.790000915527344,29.239999771118164,19.540000915527344
TACT,136690000.0,133880000.0,3.63,5.09,12.59,-97.79,-0.1479,-0.26890000000000003,-0.1444,-0.17059999999999997,36030000.0,4.0,0.457,12930000.0,-8530000.0,-5330000.0,-0.59,18660000.0,1.9,2770000.0,7.06,5.2,3.99,-3220000.0,-2360000.0,13.899999618530273,13.729999542236328,5.0
TAST,187660000.0,1490000000.0,0.11,0.72,3.54,90.82,-0.0273,0.0028000000000000004,0.0016,-0.17329999999999998,1660000000.0,33.13,0.036000000000000004,242130000.0,86580000.0,-45260000.0,-0.905,89370000.0,1.79,1370000000.0,604.1,0.74,4.55,73390000.0,49440000.0,3.6600000858306885,5.453769683837891,5.853046894073486
TATT,52120000.0,52670000.0,0.71,0.66,2.99,65.92,-0.065,-0.0458,-0.0189,-0.0662,74100000.0,8.35,0.048,8440000.0,1140000.0,-5280000.0,-0.55,13690000.0,1.54,18810000.0,24.29,3.14,8.72,-3850000.0,-15850000.0,5.829999923706055,5.960000038146973,4.929999828338623
TCMD,880010000.0,839760000.0,4.29,6.63,16.0,-1670.0,0.0379,0.0131,0.0083,0.0646,205570000.0,10.48,0.069,133210000.00000001,5530000.0,7800000.0,0.4,22400000.0,1.13,80500000.0,60.93,3.4,6.67,2060000.0,3500000.0,44.45000076293945,52.0,36.59000015258789
TCX,844510000.0,989590000.0,2.92,7.62,13.04,106.51,0.0253,-0.0258,-0.01,0.0693,292640000.0,27.52,0.021,100610000.0,16950000.0,7400000.0,0.68,5540000.0,0.52,163660000.0,144.56,0.85,10.58,20730000.0,-44860000.0,78.94999694824219,80.31999969482422,68.9000015258789
TECH,19030000000.0,19220000000.0,21.07,12.18,74.58,201.2,0.1794,0.2645,0.0753,0.11349999999999999,984550000.0,25.32,0.262,634410000.0,315310000.0,176530000.0,4.34,235060000.0,5.98,383680000.0,23.3,4.06,41.74,334590000.0,229170000.0,484.2611999511719,449.66265869140625,246.73866271972656
TELA,197690000.0,168540000.0,8.08,5.67,22.02,-23.35,-1.2127,-1.0668,-0.2214,-0.772,26760000.0,1.85,0.441,11540000.0,-28010000.0,-32450000.000000004,-2.24,53640000.0,3.7,31320000.0,112.93,6.99,1.91,-27950000.0,-16830000.0,13.65999984741211,16.110000610351562,16.540000915527344
TENB,4950000000.0,4750000000.0,9.9,26.71,34.26,-688.2,-0.0736,-0.0464,-0.0166,-0.22829999999999998,510190000.0,4.85,0.235,362670000.0,-9890000.0,-37570000.0,-0.36,651890000.0,6.07,426850000.0,215.52,2.01,1.85,92730000.0,102500000.0,46.13999938964844,41.349998474121094,37.75
TER,18010000000.0,17200000000.0,5.91,7.16,18.1,51.83,0.2759,0.3214,0.1996,0.43560000000000004,3580000000.0,21.57,0.16,1790000000.0,1280000000.0,986880000.0,5.31,1310000000.0,8.05,214100000.0,8.44,3.35,15.5,1030000000.0,589300000.0,109.09691619873047,133.7616729736328,79.1501693725586
TESS,49810000.0,98200000.0,0.13,0.66,0.9,-177.07,-0.0159,-0.0304,-0.038,-0.12990000000000002,401460000.0,45.5,0.221,67720000.0,-11540000.0,-10040000.0,-0.72,2049999.9999999998,0.23,55870000.0,74.5,2.05,8.4,-11450000.0,-11310000.0,5.579999923706055,6.150000095367432,5.369999885559082
TGA,157540000.0,132229999.99999999,0.83,1.17,2.29,2.64,0.1935,0.535,0.226,0.19879999999999998,159820000.0,2.2,2.457,50210000.0,79250000.0,30920000.0,0.421,53950000.0,0.74,7860000.0,4.56,1.26,2.37,61100000.0,44360000.0,2.190000057220459,1.9299999475479126,0.4099999964237213
TGLS,1040000000.0,1170000000.0,2.34,4.71,8.94,31.47,0.1435,0.2181,0.1164,0.33030000000000004,465380000.0,9.78,0.262,139250000.0,120920000.0,66780000.0,1.4,88560000.0,1.86,202390000.0,85.57,2.16,4.95,113830000.0,57770000.0,21.729999542236328,21.37244987487793,5.252321243286133
TGTX,4760000000.0,4350000000.0,1750.0,12.42,2140.0,-51.45,0.0,-76.8509,-0.6192,-1.4225999999999999,4410000.0,0.03,52.42100000000001,152000.0,-338350000.0,-342980000.0,-2.64,356850000.0,2.72,28110000.0,9.02,4.24,2.38,-260750000.0,-134100000.0,33.279998779296875,38.790000915527344,26.760000228881836
TH,379820000.0,707800000.0,1.63,4.41,7.94,20.22,-0.0639,0.08539999999999999,0.0258,-0.1659,261260000.0,2.71,0.848,107120000.0,90600000.0,-16690000.000000002,-0.173,30640000.0,0.32,329390000.0,352.49,0.74,0.96,117640000.0,105280000.0,3.7300000190734863,3.7100000381469727,1.2200000286102295
THMO,23470000.0,23550000.0,2.33,2.92,7.46,-224.28,-1.3118,-0.8299,-0.2285,-2.5223,8820000.0,0.87,0.341,1260000.0,-6800000.0,-11570000.0,-1.137,7630000.0,0.64,1870000.0,30.32,1.15,0.54,-8830000.0,8570000.0,1.9700000286102295,2.6500000953674316,2.9000000953674316
THRM,2690000000.0,2580000000.0,2.45,4.17,10.59,83.95,0.09880000000000001,0.1297,0.09449999999999999,0.184,1090000000.0,32.94,-0.062,268100000.00000003,180540000.0,107380000.0,3.21,195090000.0,5.87,66260000.00000001,10.11,2.66,19.73,154500000.0,93750000.0,80.93000030517578,71.05000305175781,40.900001525878906
THRY,1020000000.0,1650000000.0,0.97,3.78,5.56,17.03,0.18489999999999998,0.2069,0.1114,1.2087999999999999,1120000000.0,33.82,0.237,742740000.0,326500000.0,206290000.0,5.83,10370000.0,0.31,612400000.0,201.15,1.22,8.96,179720000.0,248680000.0,30.040000915527344,35.77000045776367,5.864999771118164
THTX,342530000.0,342030000.0,4.56,9.8,19.16,-58.53,-0.39,-0.3032,-0.1164,-1.5466,70190000.0,0.74,0.271,44030000.0,-12980000.0,-27370000.0,-0.288,51580000.0,0.54,56450000.0,210.06,2.22,0.28,-14980000.0,-5670000.0,3.75,3.880000114440918,2.2100000381469727
TIGO,3640000000.0,9220000000.0,0.85,1.83,8.43,22.27,-0.025,0.07339999999999999,0.0169,-0.061200000000000004,4360000000.0,42.99,0.065,3000000000.0,1360000000.0,-106000000.0,-1.08,723000000.0,7.17,6270000000.0,292.26,0.82,19.5,812000000.0,316250000.0,36.150001525878906,39.56999969482422,30.280000686645508
TILE,894680000.0,1450000000.0,0.81,2.67,4.64,39.52,0.0466,0.09609999999999999,0.0527,0.17,1140000000.0,19.33,0.122,409370000.0,162590000.0,52700000.0,0.89,92810000.0,1.57,626060000.0,185.9,2.28,5.7,85860000.0,57870000.0,15.139139175415039,15.278523445129395,6.095554351806641
TITN,642160000.0,908640000.0,0.41,1.64,2.0,25.32,0.027000000000000003,0.042199999999999994,0.0493,0.1137,1640000000.0,73.9,0.258,261360000.0,91510000.0,43720000.0,1.96,90540000.0,4.08,325780000.0,78.77,1.98,18.65,184460000.0,168900000.0,25.90999984741211,30.940000534057617,13.229999542236328
TLMD,226260000.0,249890000.0,2.15,1.2,9.36,-40.68,-0.7717,-0.7125,-0.22260000000000002,-0.9814,80970000.0,0.99,0.763,19450000.0,-52470000.0,-153780000.0,-1.88,37800000.0,0.38,73970000.0,41.51,3.33,1.8,-38810000.0,-10340000.0,2.259999990463257,5.690000057220459,10.149999618530273
TLRY,6170000000.0,6620000000.0,11.91,1.38,39.39,-1830.0,-0.6648999999999999,-0.18719999999999998,-0.0167,-0.1202,563620000.0,1.75,0.43,123180000.0,-9310000.0,-374730000.0,-1.17,376300000.0,0.82,873740000.0,19.92,1.6,9.59,-81840000.0,270120000.0,11.289999961853027,18.079999923706055,4.849999904632568
TMDX,915830000.0,838510000.0,30.19,10.32,156.15,-72.79,-1.3415000000000001,-1.2046,-0.1463,-0.4025,28220000.0,1.03,-0.243,16640000.0,-32220000.0,-37860000.0,-1.38,102860000.0,3.7,35060000.0,44.63,7.89,2.83,-29350000.0,-15650000.0,33.09000015258789,33.18000030517578,13.779999732971191
TMUS,159580000000.0,259570000000.0,2.02,2.37,13.23,45.77,0.0421,0.1266,0.032,0.0504,79670000000.0,63.97,0.018000000000000002,40780000000.0,26810000000.0,3350000000.0,2.66,4059999999.9999995,3.25,107680000000.0,157.36,0.87,54.78,14390000000.0,-2360000000.0,127.76000213623047,144.8300018310547,114.36000061035156
TNDM,7570000000.0,7350000000.0,12.28,21.89,40.9,711.48,0.0329,0.0432,0.0235,0.0608,660870000.0,10.55,0.45299999999999996,260519999.99999997,42330000.0,21760000.0,0.34,594990000.0,9.36,315970000.0,81.09,6.31,6.14,106960000.0,48120000.0,119.37999725341797,97.4000015258789,113.5
TOMZ,22950000.0,21460000.0,2.15,2.41,9.73,-58.47,-0.6043999999999999,-0.6484000000000001,-0.2137,-0.39880000000000004,9400000.0,0.56,-0.486,15040000.0,-5670000.0,-5680000.0,-0.338,5660000.0,0.29,974310.0,6.39,7.61,0.77,-4190000.0000000005,-2210000.0,1.3700000047683716,2.880000114440918,7.139999866485596
TPIC,1250000000.0,1540000000.0,0.68,7.78,3.21,-237.65,-0.0371,0.005,0.0058,-0.4293,1810000000.0,49.35,0.012,108700000.0,58330000.0,-67090000.0,-1.84,119000000.0,3.21,437740000.0,333.99,0.9,3.54,-24540000.0,-24330000.0,33.75,48.41999816894531,28.959999084472656
TPTX,3280000000.0,2210000000.0,56.08,3.08,4810.0,-33.78,0.0,-6.5425,-0.1414,-0.2391,30830000.0,0.63,-0.982,25000000.0,-200620000.0,-205480000.0,-4.23,1040000000.0,20.94,6390000.0,0.63,27.02,20.57,-133180000.0,-58990000.0,66.43000030517578,78.0199966430664,87.36000061035156
TREE,1860000000.0,2390000000.0,1.86,4.43,8.05,106.04,0.012199999999999999,0.0022,0.0012,0.04190000000000001,1060000000.0,80.75,0.35100000000000003,855500000.0,53340000.0,16590000.0,0.95,215280000.0,16.14,742740000.0,172.3,1.32,32.34,100750000.0,45380000.0,139.8300018310547,211.8800048828125,306.8900146484375
TRHC,656100000.0,1010000000.0,1.94,8.66,11.69,-382.39,-0.2737,-0.21,-0.0883,-0.7615000000000001,322630000.0,13.99,0.228,92410000.0,-32790000.0,-88310000.0,-3.83,11350000.0,0.47,375320000.0,558.12,1.35,2.87,2490000.0,9370000.0,26.209999084472656,50.0,40.77000045776367
TRIP,4680000000.0,4860000000.0,7.34,6.0,16.05,113.09,-0.2458,-0.2677,-0.0603,-0.22440000000000002,777000000.0,5.7,1.0070000000000001,549000000.0,-160000000.0,-191000000.0,-1.4,682000000.0,4.94,931000000.0,117.25,2.64,5.75,29000000.0,73620000.0,33.849998474121094,40.29999923706055,19.59000015258789
TRMB,20700000000.0,21690000000.0,6.04,5.39,24.06,99.95,0.1565,0.16510000000000002,0.054000000000000006,0.1543,3560000000.0,14.18,0.138,1850000000.0,772300000.0,557700000.0,2.2,513200000.00000006,2.05,1450000000.0,37.36,1.37,15.47,783500000.0,656990000.0,82.25,81.83000183105469,48.70000076293945
TRMD,620430000.0,1500000000.0,1.05,0.6,9.67,48.64,-0.1352,-0.0447,-0.0070999999999999995,-0.0703,546660000.0,7.16,-0.032,341060000.0,98000000.0,-73890000.0,-0.97,104200000.0,1.29,1040000000.0,99.09,0.95,13.03,55300000.0,-240910000.0,7.739999771118164,8.8100004196167,6.820000171661377
TRNS,483910000.0,513090000.00000006,2.68,6.32,10.18,89.72,0.0611,0.0797,0.0669,0.1548,191000000.0,25.61,0.21100000000000002,46120000.0,23190000.0,11670000.0,1.53,2550000.0,0.34,49760000.0,61.62,2.49,10.74,18660000.0,7360000.0,64.4800033569336,56.5099983215332,29.299999237060547
TROW,44500000000.0,41120000000.0,6.37,5.64,21.04,39.24,0.4199,0.4841,0.2087,0.36979999999999996,7440000000.0,32.78,0.225,3590000000.0,3800000000.0,3040000000.0,13.27,3420000000.0,15.21,142100000.0,1.52,2.33,36.52,3090000000.0,2660000000.0,196.6999969482422,196.9834747314453,123.41974639892578
TRS,1390000000.0,1710000000.0,1.73,2.32,7.7,39.32,0.0815,0.10279999999999999,0.046,0.11630000000000001,836310000.0,19.41,0.115,203980000.0,138440000.0,68180000.0,1.58,136960000.0,3.2,432060000.0,70.33,3.2,14.34,126040000.0,50400000.0,32.32146453857422,30.293882369995117,22.77284812927246
TRUE,398310000.0,165430000.0,1.56,1.11,3.01,-85.72,0.2575,-0.10060000000000001,-0.0391,-0.0911,249800000.0,2.52,-0.28800000000000003,258220000.00000003,-21790000.0,-30240000.0,0.646,250660000.0,2.61,32869999.999999996,9.61,8.05,3.57,31420000.0,63040000.0,4.159999847412109,5.650000095367432,5.0
TRVG,884880000.0,705680000.0,3.34,1.15,5.09,64.57,-0.0431,-0.0301,-0.0069,-0.0196,304680000.0,0.86,1.286,238790000.0,-5540000.0,-13140000.0,-0.042,194440000.0,0.54,48090000.0,7.13,6.42,1.88,-21810000.0,-19910000.0,2.4700000286102295,3.309999942779541,1.5499999523162842
TRVN,202360000.0,118870000.0,55.76,2.24,656.75,-8.7,0.0,-79.0283,-0.2937,-0.5241,637000.0,0.0,-0.94,2890000.0,-49910000.0,-49510000.0,-0.306,78650000.0,0.48,7290000.0,9.38,11.11,0.47,-44710000.0,-26430000.0,1.2300000190734863,1.690000057220459,2.990000009536743
TSCO,23090000000.0,25290000000.0,2.0,11.66,8.38,68.9,0.0742,0.1106,0.11630000000000001,0.4679,12290000000.0,106.41,0.158,3760000000.0,1610000000.0,911670000.0,7.82,1110000000.0,9.77,3870000000.0,191.54,1.7,17.73,1260000000.0,596630000.0,202.15037536621094,185.1427459716797,141.3675994873047
TSEM,3270000000.0,2880000000.0,2.39,2.13,7.45,25.34,0.0897,0.0999,0.0435,0.08900000000000001,1440000000.0,13.34,0.247,233320000.0,404000000.0,129310000.0,1.19,717990000.0,6.63,317680000.0,20.37,3.76,14.39,360650000.0,11110000.0,29.899999618530273,29.43000030517578,18.219999313354492
TSLA,778580000000.0,773490000000.0,21.08,31.39,56.22,279.34,0.07400000000000001,0.09789999999999999,0.0554,0.1564,46850000000.0,48.27,0.568,6630000000.0,7270000000.0,3470000000.0,3.06,16090000000.0,16.03,10160000000.0,35.65,1.38,26.94,9930000000.0,4640000000.0,775.47998046875,679.7000122070312,429.010009765625
TSRI,19580000.0,19930000.0,0.28,3.63,0.87,3.1,0.07519999999999999,0.004,0.009300000000000001,0.6587999999999999,77170000.0,39.33,0.575,11320000.0,522929.99999999994,5800000.0,2.94,7650000.0,3.9,977140.0,8.1,1.83,6.1,108990.0,999940.0,9.649999618530273,9.600000381469727,5.190000057220459
TTCF,1510000000.0,1380000000.0,8.21,6.45,23.46,-188.43,-0.0256,-0.11289999999999999,-0.0849,-0.041299999999999996,201560000.0,2.65,0.435,23660000.0,-19510000.0,-5160000.0,-0.07,129479999.99999999,1.58,9210000.0,4.08,5.4,2.76,-48310000.0,-38360000.0,18.43000030517578,21.450000762939453,23.639999389648438
TTD,33790000000.0,33369999999.999996,33.68,28.1,110.84,373.31,0.25129999999999997,0.22899999999999998,0.0626,0.2638,1120000000.0,2.37,0.39299999999999996,657220000.0,288630000.0,281620000.0,0.56,798600000.0,1.66,293530000.0,22.53,1.76,2.71,382680000.0,188360000.0,70.30000305175781,77.36000061035156,51.87799835205078
TTEC,4390000000.0,5180000000.0,2.05,8.5,9.14,94.59,0.0702,0.1074,0.0851,0.3136,2230000000.0,47.66,0.15,549790000.0,332170000.0,156640000.0,3.31,148850000.0,3.17,927480000.0,165.58,1.52,10.41,260200000.0,196090000.0,93.05858612060547,102.57039642333984,52.216617584228516
TTEK,8070000000.0,8330000000.0,2.66,6.77,9.34,92.81,0.09119999999999999,0.1085,0.0698,0.205,2550000000.0,47.19,0.20199999999999999,498400000.0,300630000.0,232810000.0,4.26,166570000.0,3.09,463640000.0,37.56,1.26,22.86,304370000.0,246340000.0,149.1782684326172,121.72550201416016,94.8446273803711
TTGT,2380000000.0,2490000000.0,12.68,12.25,35.68,210.47,0.087,0.14279999999999998,0.055999999999999994,0.1091,232350000.0,8.23,0.924,111030000.0,45850000.0,20220000.0,0.69,104470000.0,3.62,221980000.0,106.46,2.52,7.24,76190000.0,77710000.0,82.41999816894531,77.48999786376953,43.959999084472656
TTMI,1330000000.0,1720000000.0,0.63,0.9,3.09,26.26,0.0391,0.059000000000000004,0.0259,0.0593,2170000000.0,20.33,0.084,359020000.0,257779999.99999997,84990000.0,0.78,529820000.00000006,5.08,966660000.0,65.91,2.51,13.88,169750000.0,323210000.0,12.569999694824219,14.300000190734863,11.40999984741211
TTNP,18450000.0,9120000.0,3.69,2.11,34.54,-4.9,0.0,-3.2489,-0.6524,-2.0509,2840000.0,0.32,-0.741,-1550000.0,-8980000.0,-6770000.0,-1.067,7420000.0,0.75,325000.0,4.34,4.59,0.76,-11380000.0,-4830000.0,1.8700000047683716,2.5999999046325684,5.099999904632568
TTSH,398720000.0,495840000.0,1.12,2.65,5.38,50.35,0.039599999999999996,0.0527,0.032799999999999996,0.09880000000000001,362070000.0,7.21,0.132,221530000.0,46120000.0,14340000.0,0.28,44260000.0,0.85,141580000.0,92.49,1.6,2.94,52640000.0,42060000.0,7.0700602531433105,7.420337200164795,2.627075672149658
TTWO,17750000000.0,15400000000.0,5.34,4.9,17.95,122.51,0.1672,0.21780000000000002,0.0737,0.1769,3370000000.0,29.22,0.02,1880000000.0,847370000.0,563610000.0,4.84,2300000000.0,21.02,239400000.0,6.9,1.65,31.77,569250000.0,441530000.0,154.07000732421875,177.02000427246094,165.22000122070312
TUSK,135850000.0,220540000.0,0.5,0.26,3.84,-8.03,-0.38939999999999997,-0.5399,-0.11109999999999999,-0.19039999999999999,256779999.99999997,5.56,-0.185,81060000.0,-55900000.0,-99990000.0,-2.165,9710000.0,0.21,113450000.0,23.82,2.92,10.2,-10580000.0,39060000.0,2.9100000858306885,4.590000152587891,1.600000023841858
TVTX,1480000000.0,1180000000.0,6.51,4.45,17.26,-51.6,-1.1307,-0.5236,-0.0987,-0.8218000000000001,221220000.0,3.86,0.33399999999999996,192190000.0,-88630000.0,-250140000.0,-4.37,551180000.0,9.0,260000000.0,84.59,5.12,5.04,-1780000.0,2700000.0,24.25,14.59000015258789,18.459999084472656
TVTY,1150000000.0,1520000000.0,2.72,32.98,12.07,12.42,0.2607,0.3307,0.09759999999999999,2.0580000000000003,455060000.0,9.22,0.32299999999999995,187350000.0,127600000.0,147060000.0,2.37,142940000.0,2.87,422420000.0,300.3,2.47,2.83,69720000.0,24340000.0,23.059999465942383,26.309999465942383,14.020000457763672
TWIN,145590000.0,178220000.0,0.65,1.12,3.73,32.75,-0.1082,-0.019,-0.009000000000000001,-0.1734,220160000.0,16.59,0.034,50860000.0,6850000.0,-23820000.0,-1.8,22090000.0,1.62,52280000.0,39.72,2.42,9.59,9620000.0,8350000.0,10.65999984741211,14.229999542236328,5.059999942779541
TWNK,2260000000.0,3160000000.0,2.17,1.33,10.98,53.81,0.0739,0.2021,0.041100000000000005,0.0499,1100000000.0,8.47,0.10400000000000001,362540000.0,270240000.0,81350000.0,0.63,228100000.0,1.65,1120000000.0,66.87,2.23,13.0,198890000.0,121520000.0,17.3700008392334,16.190000534057617,12.329999923706055
TWOU,2510000000.0,2400000000.0,2.74,2.74,10.32,-138.49,-0.18,-0.1469,-0.047,-0.1804,917350000.0,12.56,0.156,540710000.0,-32070000.0,-165160000.0,-2.26,934350000.0,12.4,863150000.0,98.14,3.71,11.77,33330000.0,36950000.0,33.56999969482422,41.66999816894531,33.86000061035156
TWST,5290000000.0,4840000000.0,39.65,8.67,127.51,-126.07,-1.1494,-1.1581000000000001,-0.174,-0.3317,132330000.00000001,2.74,0.17,51710000.0,-144000000.0,-152100000.0,-3.15,477860000.0,9.63,62920000.0,10.83,8.67,11.73,-112240000.0,-73010000.0,106.97000122070312,133.25,75.97000122070312
TXG,16140000000.0,15590000000.0,38.34,20.7,124.44,-1700.0,-0.9917,-0.0916,-0.0258,-0.5603,459180000.0,4.2,0.745,249880000.0,-22790000.0,-455350000.0,-4.17,600440000.0,5.38,80200000.0,10.02,7.41,7.17,-157350000.0,-69800000.0,145.5800018310547,195.82000732421875,124.68000030517578
TXN,177490000000.0,176350000000.0,10.7,15.91,37.98,68.54,0.41609999999999997,0.4704,0.2493,0.7149,17590000000.0,19.07,0.21600000000000003,9270000000.0,9010000000.0,7290000000.0,7.79,9780000000.0,10.59,7740000000.0,63.69,5.63,13.16,8520000000.0,5090000000.0,191.03343200683594,190.0628662109375,138.51312255859375
TXRH,6370000000.0,6690000000.0,2.16,6.08,7.7,71.44,0.0661,0.0794,0.0688,0.2193,3210000000.0,46.01,0.377,297390000.0,379280000.0,211780000.0,3.02,436560000.0,6.27,815290000.0,75.45,1.21,15.27,433110000.0,207530000.0,91.33000183105469,95.78897094726562,60.28734588623047
TZOO,137150000.0,73440000.0,2.39,136.87,4.68,392.75,0.08,0.0252,0.009300000000000001,0.7776000000000001,61530000.0,5.37,0.138,43040000.0,3360000.0,4370000.0,0.39,65200000.0,5.32,13200000.0,203.78,0.82,0.16,18720000.0,27540000.0,11.600000381469727,14.760000228881836,6.429999828338623
UAL,15400000000.0,34420000000.0,1.0,3.14,4.44,33.28,-0.16190000000000002,-0.3249,-0.061799999999999994,-0.5171,19850000000.0,62.98,2.114,-2650000000.0,-4130000000.0,-3220000000.0,-10.2,19420000000.0,59.98,41290000000.0,760.32,1.36,16.77,159000000.0,-1270000000.0,47.56999969482422,52.290000915527344,34.75
UCL,123480000.0,94730000.0,1.71,3.02,4.9,-13.57,-0.5857,-0.6541,-0.32789999999999997,-0.8734999999999999,73280000.0,2.58,0.07400000000000001,28300000.0,-45660000.0,-42920000.0,-1.512,32799999.999999996,1.16,6310000.0,18.33,1.29,1.21,-24090000.0,-3650000.0,4.349999904632568,10.0,12.392999649047852
UCTT,1910000000.0,2130000000.0,1.08,2.49,3.84,31.41,0.052000000000000005,0.0943,0.0733,0.1476,1860000000.0,43.96,0.524,291800000.0,234200000.0,96500000.0,2.23,457000000.0,10.18,656000000.0,78.07,2.56,17.82,214400000.0,56360000.0,42.599998474121094,53.720001220703125,21.459999084472656
UEIC,647680000.0,644260000.0,1.14,2.11,4.14,41.58,0.0388,0.0637,0.0478,0.08039999999999999,612920000.0,44.88,0.013999999999999999,176260000.0,65629999.99999999,23790000.0,1.71,58830000.0,4.49,69930000.0,23.68,1.66,22.45,52480000.0,31520000.0,49.25,48.5,37.7400016784668
UEPS,265029999.99999997,85420000.0,2.02,0.73,2.48,-8.59,-0.1697,-0.4174,-0.0801,-0.084,130150000.0,2.31,-0.018000000000000002,34540000.0,-50000000.0,-22300000.0,-0.395,188500000.0,3.35,55660000.0,21.68,3.63,4.56,-36440000.0,-90880000.0,4.650000095367432,4.710000038146973,3.369999885559082
UFPI,4210000000.0,4840000000.0,0.55,2.42,2.31,25.09,0.0575,0.0799,0.1493,0.2857,8010000000.0,133.37,0.409,800300000.0,731310000.0,446090000.0,7.41,172360000.0,2.79,418810000.0,22.31,2.89,29.91,433160000.0,-86420000.0,67.82282257080078,74.02579498291016,55.89609146118164
UFPT,463860000.0,435560000.0,2.49,2.49,8.59,61.26,0.0863,0.1117,0.0647,0.09269999999999999,195130000.0,25.96,0.171,44680000.0,30060000.0,16840000.0,2.22,33090000.000000004,4.39,1940000.0,1.02,4.86,25.33,21970000.0,14310000.0,61.59000015258789,57.41999816894531,41.41999816894531
UGRO,139710000.0,89290000.0,2.24,2.89,4.88,409.03,-0.0265,0.0034999999999999996,0.0031,-0.0658,52370000.0,5.94,1.188,5720000.0,526500.0,-1390000.0,-0.16,40520000.0,3.77,722800.0,1.48,3.01,4.54,-279720.0,2260000.0,13.289999961853027,9.170000076293945,0.6200000047683716
UHAL,12670000000.0,15910000000.0,2.52,2.48,9.56,21.25,0.1885,0.2764,0.060899999999999996,0.19920000000000002,5370000000.0,273.71,0.256,1570000000.0,2120000000.0,1010000000.0,51.6,2430000000.0,123.94,5420000000.0,97.64,2.43,291.04,2049999999.9999998,-8300000.000000001,645.576416015625,588.542724609375,353.5462341308594
ULBI,114490000.0,99380000.0,1.08,0.96,4.57,807.96,0.028999999999999998,0.024,0.011399999999999999,0.0259,103480000.0,6.47,-0.107,29160000.0,5840000.0,3000000.0,0.19,15850000.0,0.99,2000000.0,1.68,3.87,7.36,8690000.0,2390000.0,7.119999885559082,8.380000114440918,5.900000095367432
ULH,540540000.0,1060000000.0,0.34,1.92,2.37,31.93,0.044199999999999996,0.061500000000000006,0.059000000000000004,0.2862,1670000000.0,62.02,0.221,233680000.0,173810000.0,73760000.0,2.74,20820000.0,0.77,558750000.0,194.13,1.38,10.69,75340000.0,22250000.0,19.968149185180664,23.059877395629883,20.369813919067383
ULTA,19970000000.0,21050000000.0,2.7,10.62,10.55,60.25,0.1072,0.1575,0.15689999999999998,0.45189999999999997,8100000000.0,146.54,0.28600000000000003,2330000000.0,1550000000.0,867960000.0,15.6,605050000.0,11.18,1840000000.0,92.63,1.75,36.68,966170000.0,806600000.0,360.9200134277344,345.7699890136719,223.97999572753906
UONE,367910000.0,1100000000.0,0.99,1.76,9.89,20.81,0.13720000000000002,0.3147,0.0681,0.2759,424040000.0,8.68,0.213,272500000.0,144000000.0,58170000.0,1.12,111360000.0,2.17,861300000.0,324.81,3.09,4.84,45690000.0,83860000.0,8.119999885559082,8.670000076293945,5.730000019073486
UONEK,367910000.0,1100000000.0,0.83,1.48,9.89,20.81,0.13720000000000002,0.3147,0.0681,0.2759,424040000.0,8.68,0.213,272500000.0,144000000.0,58170000.0,1.12,111360000.0,2.17,861300000.0,324.81,3.09,4.84,45690000.0,83860000.0,6.809999942779541,5.019999980926514,1.1699999570846558
UPLD,1020000000.0,1380000000.0,3.22,3.28,18.09,186.98,-0.1852,-0.011899999999999999,-0.0022,-0.1895,304530000.0,10.16,0.025,193330000.0,47860000.0,-56410000.0,-1.88,179580000.0,5.88,545960000.0,177.81,1.65,10.06,50110000.0,120200000.0,33.439998626708984,41.16999816894531,37.70000076293945
UPWK,5770000000.0,5630000000.0,12.67,18.72,43.95,-1090.0,-0.0694,-0.0516,-0.0191,-0.1199,472090000.0,3.75,0.324,269360000.0,-19050000.0,-32759999.999999996,-0.26,696840000.0,5.43,584900000.0,220.86,3.89,2.07,32240000.000000004,29760000.0,45.029998779296875,58.290000915527344,17.440000534057617
URBN,3140000000.0,3790000000.0,0.77,1.87,3.35,26.58,0.0693,0.0942,0.0683,0.1877,4300000000.0,43.88,0.16699999999999998,892000000.0,507480000.0,298240000.0,2.99,424730000.0,4.34,1230000000.0,70.19,1.3,17.85,293420000.0,65730000.00000001,29.690000534057617,41.220001220703125,20.809999465942383
